id,user_id,program_id,gender_identity,created_at,updated_at,kaizen_client_type,sex,residing_in_philippines,lifting_experience,group_gender_preference,current_goal,follow_up_level,has_accountability_buddies,temporary_team_name,accountability_buddies,country,province,city,state,go_solo,retain_previous_coach,previous_coach_name
20,1192,4,Female,2024-05-22 15:20:00,2024-05-22 15:20:00,first_time,Female,0,complete_beginner,no_preference,lean_down,level_2,0,NULL,NULL,Spain,NULL,Madrid,Madrid,1,0,NULL
21,1137,4,Male,2024-04-14 10:35:00,2024-04-14 10:35:00,returning_s7,Male,1,beginner,same_gender,get_bigger,level_3,1,Balance Builders,"[""user777@email.com"",""buddy999@email.com""]",Philippines,Leyte,Tacloban City,NULL,0,1,Coach Amanda Lee
22,1148,4,Female,2024-03-08 13:50:00,2024-03-08 13:50:00,returning_other,Female,0,intermediate,no_preference,not_sure,level_1,0,NULL,NULL,Netherlands,NULL,Amsterdam,North Holland,1,0,NULL
23,1165,4,LGBTQ+,2024-02-19 9:25:00,2024-02-19 9:25:00,first_time,Male,1,advanced,same_gender,lean_down,level_2,1,Core Crushers,"[""user111@email.com"",""buddy333@email.com""]",Philippines,Palawan,Puerto Princesa City,NULL,0,1,Coach James Garcia
24,1142,4,Male,2024-01-30 16:40:00,2024-01-30 16:40:00,returning_s7,Male,0,complete_beginner,no_preference,get_bigger,level_3,0,NULL,NULL,Sweden,NULL,Stockholm,Stockholm,1,0,NULL
25,1177,4,Female,2024-12-05 11:15:00,2024-12-05 11:15:00,returning_other,Female,1,beginner,same_gender,not_sure,level_1,1,Cardio Kings,"[""user555@email.com"",""buddy777@email.com""]",Philippines,Baguio,Baguio City,NULL,0,1,Coach Michelle Wong
26,1178,4,Male,2024-11-14 14:30:00,2024-11-14 14:30:00,first_time,Male,0,intermediate,no_preference,lean_down,level_2,0,NULL,NULL,Norway,NULL,Oslo,Oslo,1,0,NULL
27,1111,4,LGBTQ+,2024-10-28 8:55:00,2024-10-28 8:55:00,returning_s7,Female,1,advanced,same_gender,get_bigger,level_3,1,Muscle Masters,"[""user888@email.com"",""buddy111@email.com""]",Philippines,Cagayan de Oro,Cagayan de Oro City,NULL,0,1,Coach Daniel Park
28,1218,4,Female,2024-09-05 12:20:00,2024-09-05 12:20:00,returning_other,Female,0,complete_beginner,no_preference,not_sure,level_1,0,NULL,NULL,Denmark,NULL,Copenhagen,Copenhagen,1,0,NULL
29,1140,4,Male,2024-08-17 15:45:00,2024-08-17 15:45:00,first_time,Male,1,beginner,same_gender,lean_down,level_2,1,Agility Aces,"[""user222@email.com"",""buddy444@email.com""]",Philippines,General Santos,General Santos City,NULL,0,1,Coach Maria Santos
30,1220,4,LGBTQ+,2024-07-29 10:10:00,2024-07-29 10:10:00,returning_s7,Male,0,intermediate,no_preference,get_bigger,level_3,0,NULL,NULL,Finland,NULL,Helsinki,Helsinki,1,0,NULL
31,1117,4,Female,2024-06-12 13:35:00,2024-06-12 13:35:00,returning_other,Female,1,advanced,same_gender,not_sure,level_1,1,Speed Stars,"[""user666@email.com"",""buddy888@email.com""]",Philippines,Iligan,Iligan City,NULL,0,1,Coach Juan Dela Cruz
32,1169,4,Male,2024-05-25 9:50:00,2024-05-25 9:50:00,first_time,Male,0,complete_beginner,no_preference,lean_down,level_2,0,NULL,NULL,Switzerland,NULL,Zurich,Zurich,1,0,NULL
33,1186,4,LGBTQ+,2024-04-08 16:05:00,2024-04-08 16:05:00,returning_s7,Female,1,beginner,same_gender,get_bigger,level_3,1,Recovery Rangers,"[""user999@email.com"",""buddy222@email.com""]",Philippines,Butuan,Butuan City,NULL,0,1,Coach Pedro Reyes
34,1247,4,Female,2024-03-21 11:30:00,2024-03-21 11:30:00,returning_other,Female,0,intermediate,no_preference,not_sure,level_1,0,NULL,NULL,Austria,NULL,Vienna,Vienna,1,0,NULL
35,1235,4,Male,2024-02-12 14:45:00,2024-02-12 14:45:00,first_time,Male,1,advanced,same_gender,lean_down,level_2,1,Nutrition Ninjas,"[""user333@email.com"",""buddy555@email.com""]",Philippines,Dumaguete,Dumaguete City,NULL,0,1,Coach Jennifer Wilson
36,1223,4,LGBTQ+,2024-01-24 8:20:00,2024-01-24 8:20:00,returning_s7,Male,0,complete_beginner,no_preference,get_bigger,level_3,0,NULL,NULL,Belgium,NULL,Antwerp,Flanders,1,0,NULL
37,1215,4,Female,2024-12-10 12:55:00,2024-12-10 12:55:00,returning_other,Female,1,beginner,same_gender,not_sure,level_1,1,Team Alpha,"[""user777@email.com"",""buddy999@email.com""]",Philippines,San Carlos,San Carlos City,NULL,0,1,Coach David Thompson
38,1208,4,Male,2024-11-23 15:10:00,2024-11-23 15:10:00,first_time,Male,0,intermediate,no_preference,lean_down,level_2,0,NULL,NULL,Ireland,NULL,Dublin,Dublin,1,0,NULL
39,1221,4,LGBTQ+,2024-10-07 9:35:00,2024-10-07 9:35:00,returning_s7,Female,1,advanced,same_gender,get_bigger,level_3,1,Power Squad,"[""user111@email.com"",""buddy333@email.com""]",Philippines,Roxas,Roxas City,NULL,0,1,Coach Lim Wei Ming
40,1243,4,Female,2024-09-19 13:50:00,2024-09-19 13:50:00,returning_other,Female,0,complete_beginner,no_preference,not_sure,level_1,0,NULL,NULL,Portugal,NULL,Lisbon,Lisbon,1,0,NULL
41,1246,4,Male,2024-08-02 16:15:00,2024-08-02 16:15:00,first_time,Male,1,beginner,same_gender,lean_down,level_2,1,Fitness Warriors,"[""user555@email.com"",""buddy777@email.com""]",Philippines,San Jose del Monte,San Jose del Monte City,NULL,0,1,Coach Carlos Silva
42,1205,4,LGBTQ+,2024-07-15 10:40:00,2024-07-15 10:40:00,returning_s7,Male,0,intermediate,no_preference,get_bigger,level_3,0,NULL,NULL,Greece,NULL,Athens,Attica,1,0,NULL
43,1219,4,Female,2024-06-28 12:05:00,2024-06-28 12:05:00,returning_other,Female,1,advanced,same_gender,not_sure,level_1,1,Strong Sisters,"[""user888@email.com"",""buddy111@email.com""]",Philippines,Antipolo,Antipolo City,NULL,0,1,Coach Sarah Johnson
44,1194,4,Male,2024-05-11 15:30:00,2024-05-11 15:30:00,first_time,Male,0,complete_beginner,no_preference,lean_down,level_2,0,NULL,NULL,Poland,NULL,Warsaw,Masovia,1,0,NULL
45,1250,4,LGBTQ+,2024-04-24 8:55:00,2024-04-24 8:55:00,returning_s7,Female,1,beginner,same_gender,get_bigger,level_3,1,Elite Fitness,"[""user222@email.com"",""buddy444@email.com""]",Philippines,Calamba,Calamba City,NULL,0,1,Coach Michael Chen
46,1232,4,Female,2024-03-07 13:20:00,2024-03-07 13:20:00,returning_other,Female,0,intermediate,no_preference,not_sure,level_1,0,NULL,NULL,Czech Republic,NULL,Prague,Prague,1,0,NULL
47,1252,4,Male,2024-02-18 16:45:00,2024-02-18 16:45:00,first_time,Male,1,advanced,same_gender,lean_down,level_2,1,Dynamic Duo,"[""user666@email.com"",""buddy888@email.com""]",Philippines,Lucena,Lucena City,NULL,0,1,Coach Lisa Rodriguez
48,1226,4,LGBTQ+,2024-01-31 9:10:00,2024-01-31 9:10:00,returning_s7,Male,0,complete_beginner,no_preference,get_bigger,level_3,0,NULL,NULL,Hungary,NULL,Budapest,Budapest,1,0,NULL
49,1135,4,Female,2024-12-14 12:35:00,2024-12-14 12:35:00,returning_other,Female,1,beginner,same_gender,not_sure,level_1,1,Peak Performers,"[""user999@email.com"",""buddy222@email.com""]",Philippines,Naga,Naga City,NULL,0,1,Coach Robert Kim
50,1194,4,Male,2024-11-27 15:50:00,2024-11-27 15:50:00,first_time,Male,0,intermediate,no_preference,lean_down,level_2,0,NULL,NULL,Romania,NULL,Bucharest,Bucharest,1,0,NULL
51,1242,4,LGBTQ+,2024-10-10 8:25:00,2024-10-10 8:25:00,returning_s7,Female,1,advanced,same_gender,get_bigger,level_3,1,Wellness Warriors,"[""user333@email.com"",""buddy555@email.com""]",Philippines,Legazpi,Legazpi City,NULL,0,1,Coach Amanda Lee
52,1151,4,Male,2024-08-05 16:55:00,2024-08-05 16:55:00,first_time,Male,1,beginner,same_gender,lean_down,level_2,1,Fit Fam,"[""user777@email.com"",""buddy999@email.com""]",Philippines,Sorsogon,Sorsogon City,NULL,0,1,Coach James Garcia
53,1249,4,LGBTQ+,2024-07-18 9:20:00,2024-07-18 9:20:00,returning_s7,Male,0,intermediate,no_preference,get_bigger,level_3,0,NULL,NULL,Croatia,NULL,Zagreb,Zagreb,1,0,NULL
54,1248,4,Female,2024-06-01 12:45:00,2024-06-01 12:45:00,returning_other,Female,1,advanced,same_gender,not_sure,level_1,1,Health Heroes,"[""user111@email.com"",""buddy333@email.com""]",Philippines,Masbate,Masbate City,NULL,0,1,Coach Michelle Wong
55,1237,4,Male,2024-05-14 15:10:00,2024-05-14 15:10:00,first_time,Male,0,complete_beginner,no_preference,lean_down,level_2,0,NULL,NULL,Slovenia,NULL,Ljubljana,Ljubljana,1,0,NULL
56,1121,4,LGBTQ+,2024-04-27 8:35:00,2024-04-27 8:35:00,returning_s7,Female,1,beginner,same_gender,get_bigger,level_3,1,Strength Seekers,"[""user555@email.com"",""buddy777@email.com""]",Philippines,Metro Manila,Manila,NULL,0,1,Coach Daniel Park
57,1244,4,Female,2024-03-10 13:50:00,2024-03-10 13:50:00,returning_other,Female,0,intermediate,no_preference,not_sure,level_1,0,NULL,NULL,Slovakia,NULL,Bratislava,Bratislava,1,0,NULL
58,1268,4,Male,2024-02-21 16:15:00,2024-02-21 16:15:00,first_time,Male,1,advanced,same_gender,lean_down,level_2,1,Endurance Elite,"[""user888@email.com"",""buddy111@email.com""]",Philippines,Metro Manila,Makati,NULL,0,1,Coach Maria Santos
59,1189,4,LGBTQ+,2024-01-04 9:40:00,2024-01-04 9:40:00,returning_s7,Male,0,complete_beginner,no_preference,get_bigger,level_3,0,NULL,NULL,Estonia,NULL,Tallinn,Harju,1,0,NULL
60,1261,4,Female,2024-12-17 12:05:00,2024-12-17 12:05:00,returning_other,Female,1,beginner,same_gender,not_sure,level_1,1,Flexibility First,"[""user222@email.com"",""buddy444@email.com""]",Philippines,Metro Manila,Taguig,NULL,0,1,Coach Juan Dela Cruz
61,1171,4,Male,2024-11-30 15:30:00,2024-11-30 15:30:00,first_time,Male,0,intermediate,no_preference,lean_down,level_2,0,NULL,NULL,Latvia,NULL,Riga,Riga,1,0,NULL
62,1241,4,LGBTQ+,2024-10-13 8:55:00,2024-10-13 8:55:00,returning_s7,Female,1,advanced,same_gender,get_bigger,level_3,1,Balance Builders,"[""user666@email.com"",""buddy888@email.com""]",Philippines,Metro Manila,Pasig,NULL,0,1,Coach Pedro Reyes
63,1207,4,Female,2024-09-26 13:20:00,2024-09-26 13:20:00,returning_other,Female,0,complete_beginner,no_preference,not_sure,level_1,0,NULL,NULL,Lithuania,NULL,Vilnius,Vilnius,1,0,NULL
64,1155,4,Male,2024-08-09 16:45:00,2024-08-09 16:45:00,first_time,Male,1,beginner,same_gender,lean_down,level_2,1,Core Crushers,"[""user999@email.com"",""buddy222@email.com""]",Philippines,Cebu,Mandaue City,NULL,0,1,Coach Jennifer Wilson
65,1272,4,LGBTQ+,2024-07-22 9:10:00,2024-07-22 9:10:00,returning_s7,Male,0,intermediate,no_preference,get_bigger,level_3,0,NULL,NULL,Malta,NULL,Valletta,Valletta,1,0,NULL
66,1212,4,Female,2024-06-05 12:35:00,2024-06-05 12:35:00,returning_other,Female,1,advanced,same_gender,not_sure,level_1,1,Cardio Kings,"[""user333@email.com"",""buddy555@email.com""]",Philippines,Cebu,Talisay City,NULL,0,1,Coach David Thompson
67,1183,4,Male,2024-05-18 15:50:00,2024-05-18 15:50:00,first_time,Male,0,complete_beginner,no_preference,lean_down,level_2,0,NULL,NULL,Cyprus,NULL,Nicosia,Nicosia,1,0,NULL
68,1263,4,LGBTQ+,2024-04-01 8:25:00,2024-04-01 8:25:00,returning_s7,Female,1,beginner,same_gender,get_bigger,level_3,1,Muscle Masters,"[""user777@email.com"",""buddy999@email.com""]",Philippines,Davao del Sur,Digos City,NULL,0,1,Coach Lim Wei Ming
69,888,4,Female,2024-03-14 13:40:00,2024-03-14 13:40:00,returning_other,Female,0,intermediate,no_preference,not_sure,level_1,0,NULL,NULL,Iceland,NULL,Reykjavík,Reykjavík,1,0,NULL
70,1233,4,Male,2024-02-25 16:55:00,2024-02-25 16:55:00,first_time,Male,1,advanced,same_gender,lean_down,level_2,1,Agility Aces,"[""user111@email.com"",""buddy333@email.com""]",Philippines,Batangas,Lipa City,NULL,0,1,Coach Carlos Silva
71,1141,4,LGBTQ+,2024-01-08 9:20:00,2024-01-08 9:20:00,returning_s7,Male,0,complete_beginner,no_preference,get_bigger,level_3,0,NULL,NULL,Luxembourg,NULL,Luxembourg City,Luxembourg City,1,0,NULL
72,1285,4,Female,2024-12-21 12:45:00,2024-12-21 12:45:00,returning_other,Female,1,beginner,same_gender,not_sure,level_1,1,Speed Stars,"[""user555@email.com"",""buddy777@email.com""]",Philippines,Batangas,Tanauan City,NULL,0,1,Coach Sarah Johnson
73,1245,4,Male,2024-11-04 15:10:00,2024-11-04 15:10:00,first_time,Male,0,intermediate,no_preference,lean_down,level_2,0,NULL,NULL,Monaco,NULL,Monaco City,Monaco City,1,0,NULL
74,1292,4,LGBTQ+,2024-10-17 8:35:00,2024-10-17 8:35:00,returning_s7,Female,1,advanced,same_gender,get_bigger,level_3,1,Recovery Rangers,"[""user888@email.com"",""buddy111@email.com""]",Philippines,Pampanga,San Fernando City,NULL,0,1,Coach Michael Chen
75,1280,4,Female,2024-09-30 13:50:00,2024-09-30 13:50:00,returning_other,Female,0,complete_beginner,no_preference,not_sure,level_1,0,NULL,NULL,Liechtenstein,NULL,Vaduz,Vaduz,1,0,NULL
76,1301,4,Male,2024-08-13 16:15:00,2024-08-13 16:15:00,first_time,Male,1,beginner,same_gender,lean_down,level_2,1,Nutrition Ninjas,"[""user222@email.com"",""buddy444@email.com""]",Philippines,Iloilo,Passi City,NULL,0,1,Coach Lisa Rodriguez
77,1100,4,LGBTQ+,2024-07-26 9:40:00,2024-07-26 9:40:00,returning_s7,Male,0,intermediate,no_preference,get_bigger,level_3,0,NULL,NULL,Andorra,NULL,Andorra la Vella,Andorra la Vella,1,0,NULL
78,1281,4,Female,2024-06-09 12:05:00,2024-06-09 12:05:00,returning_other,Female,1,advanced,same_gender,not_sure,level_1,1,Team Alpha,"[""user666@email.com"",""buddy888@email.com""]",Philippines,Negros Occidental,Silay City,NULL,0,1,Coach Robert Kim
79,1284,4,Male,2024-05-22 15:30:00,2024-05-22 15:30:00,first_time,Male,0,complete_beginner,no_preference,lean_down,level_2,0,NULL,NULL,San Marino,NULL,San Marino City,San Marino City,1,0,NULL
80,1278,4,LGBTQ+,2024-04-05 8:55:00,2024-04-05 8:55:00,returning_s7,Female,1,beginner,same_gender,get_bigger,level_3,1,Power Squad,"[""user999@email.com"",""buddy222@email.com""]",Philippines,Zamboanga del Sur,Dipolog City,NULL,0,1,Coach Amanda Lee
81,1196,4,Female,2024-03-18 13:20:00,2024-03-18 13:20:00,returning_other,Female,0,intermediate,no_preference,not_sure,level_1,0,NULL,NULL,Vatican City,NULL,Vatican City,Vatican City,1,0,NULL
82,1112,4,Male,2024-02-29 16:45:00,2024-02-29 16:45:00,first_time,Male,1,advanced,same_gender,lean_down,level_2,1,Fitness Warriors,"[""user333@email.com"",""buddy555@email.com""]",Philippines,Bohol,Jagna,NULL,0,1,Coach James Garcia
83,1300,4,LGBTQ+,2024-01-12 9:10:00,2024-01-12 9:10:00,returning_s7,Male,0,complete_beginner,no_preference,get_bigger,level_3,0,NULL,NULL,Mexico,NULL,Mexico City,Mexico City,1,0,NULL
84,1287,4,Female,2024-12-25 12:35:00,2024-12-25 12:35:00,returning_other,Female,1,beginner,same_gender,not_sure,level_1,1,Strong Sisters,"[""user777@email.com"",""buddy999@email.com""]",Philippines,Leyte,Ormoc City,NULL,0,1,Coach Michelle Wong
85,1296,4,Male,2024-11-08 15:50:00,2024-11-08 15:50:00,first_time,Male,0,intermediate,no_preference,lean_down,level_2,0,NULL,NULL,Argentina,NULL,Buenos Aires,Buenos Aires,1,0,NULL
86,1174,4,LGBTQ+,2024-10-21 8:25:00,2024-10-21 8:25:00,returning_s7,Female,1,advanced,same_gender,get_bigger,level_3,1,Elite Fitness,"[""user111@email.com"",""buddy333@email.com""]",Philippines,Palawan,El Nido,NULL,0,1,Coach Daniel Park
87,1204,4,Female,2024-09-04 13:40:00,2024-09-04 13:40:00,returning_other,Female,0,complete_beginner,no_preference,not_sure,level_1,0,NULL,NULL,Brazil,NULL,São Paulo,São Paulo,1,0,NULL
88,1129,4,Male,2024-08-17 16:55:00,2024-08-17 16:55:00,first_time,Male,1,beginner,same_gender,lean_down,level_2,1,Dynamic Duo,"[""user555@email.com"",""buddy777@email.com""]",Philippines,Metro Manila,Caloocan,NULL,0,1,Coach Maria Santos
89,267,4,LGBTQ+,2024-07-30 9:20:00,2024-07-30 9:20:00,returning_s7,Male,0,intermediate,no_preference,get_bigger,level_3,0,NULL,NULL,Chile,NULL,Santiago,Santiago,1,0,NULL
90,1144,4,Female,2024-06-13 12:45:00,2024-06-13 12:45:00,returning_other,Female,1,advanced,same_gender,not_sure,level_1,1,Peak Performers,"[""user888@email.com"",""buddy111@email.com""]",Philippines,Metro Manila,Malabon,NULL,0,1,Coach Juan Dela Cruz
91,1309,4,Male,2024-05-26 15:10:00,2024-05-26 15:10:00,first_time,Male,0,complete_beginner,no_preference,lean_down,level_2,0,NULL,NULL,Colombia,NULL,Bogotá,Bogotá,1,0,NULL
92,1260,4,LGBTQ+,2024-04-09 8:35:00,2024-04-09 8:35:00,returning_s7,Female,1,beginner,same_gender,get_bigger,level_3,1,Wellness Warriors,"[""user222@email.com"",""buddy444@email.com""]",Philippines,Metro Manila,Navotas,NULL,0,1,Coach Pedro Reyes
93,1288,4,Female,2024-03-22 13:50:00,2024-03-22 13:50:00,returning_other,Female,0,intermediate,no_preference,not_sure,level_1,0,NULL,NULL,Peru,NULL,Lima,Lima,1,0,NULL
94,1313,4,Male,2024-02-05 16:15:00,2024-02-05 16:15:00,first_time,Male,1,advanced,same_gender,lean_down,level_2,1,Health Heroes,"[""user666@email.com"",""buddy888@email.com""]",Philippines,Metro Manila,Valenzuela,NULL,0,1,Coach Jennifer Wilson
95,1191,4,LGBTQ+,2024-01-18 9:40:00,2024-01-18 9:40:00,returning_s7,Male,0,complete_beginner,no_preference,get_bigger,level_3,0,NULL,NULL,Venezuela,NULL,Caracas,Caracas,1,0,NULL
96,1180,4,Female,2024-12-31 12:05:00,2024-12-31 12:05:00,returning_other,Female,1,beginner,same_gender,not_sure,level_1,1,Strength Seekers,"[""user999@email.com"",""buddy222@email.com""]",Philippines,Metro Manila,Parañaque,NULL,0,1,Coach David Thompson
97,1316,4,Male,2024-11-14 15:30:00,2024-11-14 15:30:00,first_time,Male,0,intermediate,no_preference,lean_down,level_2,0,NULL,NULL,Ecuador,NULL,Quito,Pichincha,1,0,NULL
98,1251,4,LGBTQ+,2024-10-27 8:55:00,2024-10-27 8:55:00,returning_s7,Female,1,advanced,same_gender,get_bigger,level_3,1,Endurance Elite,"[""user333@email.com"",""buddy555@email.com""]",Philippines,Metro Manila,Las Piñas,NULL,0,1,Coach Lim Wei Ming
99,1315,4,Female,2024-09-10 13:20:00,2024-09-10 13:20:00,returning_other,Female,0,complete_beginner,no_preference,not_sure,level_1,0,NULL,NULL,Bolivia,NULL,La Paz,La Paz,1,0,NULL
100,1317,4,Male,2024-08-23 16:45:00,2024-08-23 16:45:00,first_time,Male,1,beginner,same_gender,lean_down,level_2,1,Flexibility First,"[""user777@email.com"",""buddy999@email.com""]",Philippines,Metro Manila,Muntinlupa,NULL,0,1,Coach Carlos Silva
101,1270,4,LGBTQ+,2024-07-06 9:10:00,2024-07-06 9:10:00,returning_s7,Male,0,intermediate,no_preference,get_bigger,level_3,0,NULL,NULL,Paraguay,NULL,Asunción,Central,1,0,NULL
102,1273,4,LGBTQ+,2024-11-30 0:00:00,2024-11-30 0:00:00,first_time,Female,1,complete_beginner,same_gender,get_bigger,level_1,0,NULL,NULL,Philippines,Baguio,Baguio City,NULL,0,0,NULL
103,1286,4,Female,2023-03-08 0:00:00,2023-03-08 0:00:00,returning_s7,Female,0,intermediate,no_preference,get_bigger,level_2,0,NULL,NULL,Australia,NULL,Melbourne,Victoria,1,0,NULL
104,1276,4,Female,2024-10-21 0:00:00,2024-10-21 0:00:00,returning_s7,Female,0,complete_beginner,same_gender,get_bigger,level_2,0,NULL,NULL,India,NULL,New Delhi,Delhi,0,0,NULL
105,1304,4,Female,2024-02-25 0:00:00,2024-02-25 0:00:00,first_time,Male,1,intermediate,same_gender,not_sure,level_1,0,NULL,NULL,Philippines,Metro Manila,Las Piñas,NULL,1,1,Coach Juan Dela Cruz
106,54,4,Male,2023-04-28 0:00:00,2023-04-28 0:00:00,first_time,Female,1,advanced,same_gender,not_sure,level_3,1,Peak Performers,"[""buddy1@email.com"",""buddy2@email.com""]",Philippines,Iloilo,Passi City,NULL,0,0,NULL
107,1319,4,Male,2024-03-02 0:00:00,2024-03-02 0:00:00,returning_other,Male,0,beginner,same_gender,not_sure,level_3,0,NULL,NULL,Vatican City,NULL,Vatican City,Vatican City,0,0,NULL
108,1274,4,Female,2024-06-04 0:00:00,2024-06-04 0:00:00,first_time,Female,1,advanced,same_gender,lean_down,level_1,0,NULL,NULL,Philippines,Batangas,Lipa City,NULL,0,0,NULL
109,1321,4,LGBTQ+,2024-06-21 0:00:00,2024-06-21 0:00:00,first_time,Female,0,advanced,no_preference,lean_down,level_2,0,NULL,NULL,Spain,NULL,Madrid,Madrid,0,1,Coach Alex Johnson
110,1305,4,Male,2023-04-04 0:00:00,2023-04-04 0:00:00,returning_s7,Male,0,beginner,same_gender,lean_down,level_3,0,NULL,NULL,Lithuania,NULL,Kaunas,Kaunas,0,0,NULL
111,460,4,Male,2023-04-05 0:00:00,2023-04-05 0:00:00,first_time,Male,0,intermediate,no_preference,get_bigger,level_3,0,NULL,NULL,Paraguay,NULL,Asunción,Central,0,1,Coach Michelle Wong
112,1326,4,Female,2023-05-21 0:00:00,2023-05-21 0:00:00,first_time,Male,1,beginner,no_preference,not_sure,level_2,0,NULL,NULL,Philippines,Pampanga,Angeles City,NULL,1,1,Coach Amanda Lee
113,1325,4,Male,2024-01-18 0:00:00,2024-01-18 0:00:00,first_time,Female,0,complete_beginner,same_gender,lean_down,level_2,0,NULL,NULL,Austria,NULL,Salzburg,Salzburg,1,1,Coach Michael Chen
114,1185,4,Female,2024-01-15 0:00:00,2024-01-15 0:00:00,first_time,Male,1,beginner,no_preference,not_sure,level_2,0,NULL,NULL,Philippines,Leyte,Tacloban City,NULL,1,1,Coach Amanda Lee
